"","Year","Malaysia","Bumiputera","Cina.Chinese","India.Indians","Lain.lain.Others","Bandar.Urban","Luar.bandar.Rural","Johor","Kedah","Kelantan","Melaka","Negeri.Sembilan","Pahang","Pulau.Pinang","Perak","Perlis","Selangor","Terengganu","Sabah","Sarawak","W.P..Kuala.Lumpur","W.P...Labuan","W.P..Putrajaya"
"186",2016.25,7036.58333333333,6335.83333333333,8845.41666666667,7238.83333333333,5032.83333333333,7751.33333333333,4412.75,7018.41666666667,5016.91666666667,4269,6923.33333333333,5955.33333333333,5066.58333333333,6854.58333333333,5113.33333333333,5037.83333333333,9576.66666666667,5862.58333333333,5386.58333333333,5434.66666666667,11822.4166666667,8186.08333333333,11662.0833333333
"187",2016.5,7115.16666666667,6404.66666666667,8940.83333333333,7327.66666666667,5114.66666666667,7831.66666666667,4466.5,7108.83333333333,5062.83333333333,4324,6997.66666666667,6023.66666666667,5121.16666666667,6938.16666666667,5161.66666666667,5077.66666666667,9690.33333333333,5949.16666666667,5419.16666666667,5482.33333333333,11952.8333333333,8198.16666666667,11769.1666666667
"188",2016.75,7193.75,6473.5,9036.25,7416.5,5196.5,7912,4520.25,7199.25,5108.75,4379,7072,6092,5175.75,7021.75,5210,5117.5,9804,6035.75,5451.75,5530,12083.25,8210.25,11876.25
"189",2017,7272.33333333333,6542.33333333333,9131.66666666667,7505.33333333333,5278.33333333333,7992.33333333333,4574,7289.66666666667,5154.66666666667,4434,7146.33333333333,6160.33333333333,5230.33333333333,7105.33333333333,5258.33333333333,5157.33333333333,9917.66666666667,6122.33333333333,5484.33333333333,5577.66666666667,12213.6666666667,8222.33333333333,11983.3333333333
"190",2017.25,7350.91666666667,6611.16666666667,9227.08333333333,7594.16666666667,5360.16666666667,8072.66666666667,4627.75,7380.08333333333,5200.58333333333,4489,7220.66666666667,6228.66666666667,5284.91666666667,7188.91666666667,5306.66666666667,5197.16666666667,10031.3333333333,6208.91666666667,5516.91666666667,5625.33333333333,12344.0833333333,8234.41666666667,12090.4166666667
"191",2017.5,7429.5,6680,9322.5,7683,5442,8153,4681.5,7470.5,5246.5,4544,7295,6297,5339.5,7272.5,5355,5237,10145,6295.5,5549.5,5673,12474.5,8246.5,12197.5
"192",2017.75,7508.08333333333,6748.83333333333,9417.91666666667,7771.83333333333,5523.83333333333,8233.33333333333,4735.25,7560.91666666667,5292.41666666667,4599,7369.33333333333,6365.33333333333,5394.08333333333,7356.08333333333,5403.33333333333,5276.83333333333,10258.6666666667,6382.08333333333,5582.08333333333,5720.66666666667,12604.9166666667,8258.58333333333,12304.5833333333
"193",2018,7586.66666666667,6817.66666666667,9513.33333333333,7860.66666666667,5605.66666666667,8313.66666666667,4789,7651.33333333333,5338.33333333333,4654,7443.66666666667,6433.66666666667,5448.66666666667,7439.66666666667,5451.66666666667,5316.66666666667,10372.3333333333,6468.66666666667,5614.66666666667,5768.33333333333,12735.3333333333,8270.66666666667,12411.6666666667
"194",2018.25,7665.25,6886.5,9608.75,7949.5,5687.5,8394,4842.75,7741.75,5384.25,4709,7518,6502,5503.25,7523.25,5500,5356.5,10486,6555.25,5647.25,5816,12865.75,8282.75,12518.75
"195",2018.5,7743.83333333333,6955.33333333333,9704.16666666667,8038.33333333333,5769.33333333333,8474.33333333333,4896.5,7832.16666666667,5430.16666666667,4764,7592.33333333333,6570.33333333333,5557.83333333333,7606.83333333333,5548.33333333333,5396.33333333333,10599.6666666667,6641.83333333333,5679.83333333333,5863.66666666667,12996.1666666667,8294.83333333333,12625.8333333333
"196",2018.75,7822.41666666667,7024.16666666667,9799.58333333333,8127.16666666667,5851.16666666667,8554.66666666667,4950.25,7922.58333333333,5476.08333333333,4819,7666.66666666667,6638.66666666667,5612.41666666667,7690.41666666667,5596.66666666667,5436.16666666667,10713.3333333333,6728.41666666667,5712.41666666667,5911.33333333333,13126.5833333333,8306.91666666667,12732.9166666667
"197",2019,7901,7093,9895,8216,5933,8635,5004,8013,5522,4874,7741,6707,5667,7774,5645,5476,10827,6815,5745,5959,13257,8319,12840
"198",2019.25,7698,7093,9895,8216,5933,8635,5004,7825.75,5392.75,4758.25,7602.25,6576.25,5536.25,7543,5504,5349.75,10537.25,6624,5612.5,5741,12874.75,8072.5,12710.5
"199",2019.5,7495,7093,9895,8216,5933,8635,5004,7638.5,5263.5,4642.5,7463.5,6445.5,5405.5,7312,5363,5223.5,10247.5,6433,5480,5523,12492.5,7826,12581
"200",2019.75,7292,7093,9895,8216,5933,8635,5004,7451.25,5134.25,4526.75,7324.75,6314.75,5274.75,7081,5222,5097.25,9957.75,6242,5347.5,5305,12110.25,7579.5,12451.5
"201",2020,7089,7093,9895,8216,5933,8635,5004,7264,5005,4411,7186,6184,5144,6850,5081,4971,9668,6051,5215,5087,11728,7333,12322
